,subject,session,desc,hemi,task,direction,run,space,suffix,datatype,extension,contrast,megabytes,dataset,path
48,01,03,preproc,,HcpLanguage,ap,,MNI152NLin2009cAsym,bold,func,.nii.gz,,976.3293943405151,preprocessed,sub-01/ses-03/func/sub-01_ses-03_task-HcpLanguage_dir-ap_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
49,01,03,confounds,,HcpLanguage,pa,,,timeseries,func,.tsv,,0.01716136932373047,preprocessed,sub-01/ses-03/func/sub-01_ses-03_task-HcpLanguage_dir-pa_desc-confounds_timeseries.tsv
50,01,03,,,HcpLanguage,pa,,,events,func,.tsv,,0.0005006790161132812,preprocessed,sub-01/ses-03/func/sub-01_ses-03_task-HcpLanguage_dir-pa_events.tsv
51,01,03,preproc,,HcpLanguage,pa,,MNI152NLin2009cAsym,bold,func,.nii.gz,,976.3923816680908,preprocessed,sub-01/ses-03/func/sub-01_ses-03_task-HcpLanguage_dir-pa_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
52,01,03,confounds,,HcpMotor,ap,,,timeseries,func,.tsv,,0.014590263366699219,preprocessed,sub-01/ses-03/func/sub-01_ses-03_task-HcpMotor_dir-ap_desc-confounds_timeseries.tsv
53,01,03,,,HcpMotor,ap,,,events,func,.tsv,,0.0052242279052734375,preprocessed,sub-01/ses-03/func/sub-01_ses-03_task-HcpMotor_dir-ap_events.tsv
54,01,03,preproc,,HcpMotor,ap,,MNI152NLin2009cAsym,bold,func,.nii.gz,,824.7275829315186,preprocessed,sub-01/ses-03/func/sub-01_ses-03_task-HcpMotor_dir-ap_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
55,01,03,confounds,,HcpMotor,pa,,,timeseries,func,.tsv,,0.014771461486816406,preprocessed,sub-01/ses-03/func/sub-01_ses-03_task-HcpMotor_dir-pa_desc-confounds_timeseries.tsv
56,01,03,,,HcpMotor,pa,,,events,func,.tsv,,0.00522613525390625,preprocessed,sub-01/ses-03/func/sub-01_ses-03_task-HcpMotor_dir-pa_events.tsv
57,01,03,preproc,,HcpMotor,pa,,MNI152NLin2009cAsym,bold,func,.nii.gz,,824.8482713699341,preprocessed,sub-01/ses-03/func/sub-01_ses-03_task-HcpMotor_dir-pa_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
58,01,04,confounds,,HcpRelational,ap,,,timeseries,func,.tsv,,0.02413177490234375,preprocessed,sub-01/ses-04/func/sub-01_ses-04_task-HcpRelational_dir-ap_desc-confounds_timeseries.tsv
59,01,04,,,HcpRelational,ap,,,events,func,.tsv,,0.0012788772583007812,preprocessed,sub-01/ses-04/func/sub-01_ses-04_task-HcpRelational_dir-ap_events.tsv
60,01,04,preproc,,HcpRelational,ap,,MNI152NLin2009cAsym,bold,func,.nii.gz,,1355.537480354309,preprocessed,sub-01/ses-04/func/sub-01_ses-04_task-HcpRelational_dir-ap_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
61,01,04,confounds,,HcpRelational,pa,,,timeseries,func,.tsv,,0.024272918701171875,preprocessed,sub-01/ses-04/func/sub-01_ses-04_task-HcpRelational_dir-pa_desc-confounds_timeseries.tsv
62,01,04,,,HcpRelational,pa,,,events,func,.tsv,,0.0012722015380859375,preprocessed,sub-01/ses-04/func/sub-01_ses-04_task-HcpRelational_dir-pa_events.tsv
63,01,04,preproc,,HcpRelational,pa,,MNI152NLin2009cAsym,bold,func,.nii.gz,,1355.970220565796,preprocessed,sub-01/ses-04/func/sub-01_ses-04_task-HcpRelational_dir-pa_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
64,01,04,confounds,,HcpSocial,ap,,,timeseries,func,.tsv,,0.015546798706054688,preprocessed,sub-01/ses-04/func/sub-01_ses-04_task-HcpSocial_dir-ap_desc-confounds_timeseries.tsv
65,01,04,,,HcpSocial,ap,,,events,func,.tsv,,0.000240325927734375,preprocessed,sub-01/ses-04/func/sub-01_ses-04_task-HcpSocial_dir-ap_events.tsv
66,01,04,preproc,,HcpSocial,ap,,MNI152NLin2009cAsym,bold,func,.nii.gz,,854.298565864563,preprocessed,sub-01/ses-04/func/sub-01_ses-04_task-HcpSocial_dir-ap_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
67,01,04,confounds,,HcpSocial,pa,,,timeseries,func,.tsv,,0.015606880187988281,preprocessed,sub-01/ses-04/func/sub-01_ses-04_task-HcpSocial_dir-pa_desc-confounds_timeseries.tsv
68,01,04,,,HcpSocial,pa,,,events,func,.tsv,,0.00024127960205078125,preprocessed,sub-01/ses-04/func/sub-01_ses-04_task-HcpSocial_dir-pa_events.tsv
69,01,04,preproc,,HcpSocial,pa,,MNI152NLin2009cAsym,bold,func,.nii.gz,,854.4141187667847,preprocessed,sub-01/ses-04/func/sub-01_ses-04_task-HcpSocial_dir-pa_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
70,01,04,confounds,,HcpWm,ap,,,timeseries,func,.tsv,,0.02295207977294922,preprocessed,sub-01/ses-04/func/sub-01_ses-04_task-HcpWm_dir-ap_desc-confounds_timeseries.tsv
71,01,04,,,HcpWm,ap,,,events,func,.tsv,,0.0040225982666015625,preprocessed,sub-01/ses-04/func/sub-01_ses-04_task-HcpWm_dir-ap_events.tsv
72,01,04,preproc,,HcpWm,ap,,MNI152NLin2009cAsym,bold,func,.nii.gz,,1320.6494493484497,preprocessed,sub-01/ses-04/func/sub-01_ses-04_task-HcpWm_dir-ap_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
73,01,04,confounds,,HcpWm,pa,,,timeseries,func,.tsv,,0.023497581481933594,preprocessed,sub-01/ses-04/func/sub-01_ses-04_task-HcpWm_dir-pa_desc-confounds_timeseries.tsv
74,01,04,,,HcpWm,pa,,,events,func,.tsv,,0.004019737243652344,preprocessed,sub-01/ses-04/func/sub-01_ses-04_task-HcpWm_dir-pa_events.tsv
75,01,04,preproc,,HcpWm,pa,,MNI152NLin2009cAsym,bold,func,.nii.gz,,1320.8222913742065,preprocessed,sub-01/ses-04/func/sub-01_ses-04_task-HcpWm_dir-pa_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
76,01,05,confounds,,RSVPLanguage,ap,3.0,,timeseries,func,.tsv,,0.023978233337402344,preprocessed,sub-01/ses-05/func/sub-01_ses-05_task-RSVPLanguage_dir-ap_run-03_desc-confounds_timeseries.tsv
77,01,05,,,RSVPLanguage,ap,3.0,,events,func,.tsv,,0.0030231475830078125,preprocessed,sub-01/ses-05/func/sub-01_ses-05_task-RSVPLanguage_dir-ap_run-03_events.tsv
78,01,05,preproc,,RSVPLanguage,ap,3.0,MNI152NLin2009cAsym,bold,func,.nii.gz,,1298.8463516235352,preprocessed,sub-01/ses-05/func/sub-01_ses-05_task-RSVPLanguage_dir-ap_run-03_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
79,01,05,confounds,,RSVPLanguage,ap,4.0,,timeseries,func,.tsv,,0.02355194091796875,preprocessed,sub-01/ses-05/func/sub-01_ses-05_task-RSVPLanguage_dir-ap_run-04_desc-confounds_timeseries.tsv
80,01,05,,,RSVPLanguage,ap,4.0,,events,func,.tsv,,0.0030107498168945312,preprocessed,sub-01/ses-05/func/sub-01_ses-05_task-RSVPLanguage_dir-ap_run-04_events.tsv
81,01,05,preproc,,RSVPLanguage,ap,4.0,MNI152NLin2009cAsym,bold,func,.nii.gz,,1298.934510231018,preprocessed,sub-01/ses-05/func/sub-01_ses-05_task-RSVPLanguage_dir-ap_run-04_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
82,01,05,confounds,,RSVPLanguage,ap,5.0,,timeseries,func,.tsv,,0.024129867553710938,preprocessed,sub-01/ses-05/func/sub-01_ses-05_task-RSVPLanguage_dir-ap_run-05_desc-confounds_timeseries.tsv
83,01,05,,,RSVPLanguage,ap,5.0,,events,func,.tsv,,0.0030183792114257812,preprocessed,sub-01/ses-05/func/sub-01_ses-05_task-RSVPLanguage_dir-ap_run-05_events.tsv
84,01,05,preproc,,RSVPLanguage,ap,5.0,MNI152NLin2009cAsym,bold,func,.nii.gz,,1298.8651189804077,preprocessed,sub-01/ses-05/func/sub-01_ses-05_task-RSVPLanguage_dir-ap_run-05_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
85,01,05,confounds,,RSVPLanguage,pa,0.0,,timeseries,func,.tsv,,0.02404022216796875,preprocessed,sub-01/ses-05/func/sub-01_ses-05_task-RSVPLanguage_dir-pa_run-00_desc-confounds_timeseries.tsv
86,01,05,,,RSVPLanguage,pa,0.0,,events,func,.tsv,,0.0030183792114257812,preprocessed,sub-01/ses-05/func/sub-01_ses-05_task-RSVPLanguage_dir-pa_run-00_events.tsv
87,01,05,preproc,,RSVPLanguage,pa,0.0,MNI152NLin2009cAsym,bold,func,.nii.gz,,1299.019549369812,preprocessed,sub-01/ses-05/func/sub-01_ses-05_task-RSVPLanguage_dir-pa_run-00_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
88,01,05,confounds,,RSVPLanguage,pa,1.0,,timeseries,func,.tsv,,0.02398395538330078,preprocessed,sub-01/ses-05/func/sub-01_ses-05_task-RSVPLanguage_dir-pa_run-01_desc-confounds_timeseries.tsv
89,01,05,,,RSVPLanguage,pa,1.0,,events,func,.tsv,,0.0030050277709960938,preprocessed,sub-01/ses-05/func/sub-01_ses-05_task-RSVPLanguage_dir-pa_run-01_events.tsv
90,01,05,preproc,,RSVPLanguage,pa,1.0,MNI152NLin2009cAsym,bold,func,.nii.gz,,1298.819881439209,preprocessed,sub-01/ses-05/func/sub-01_ses-05_task-RSVPLanguage_dir-pa_run-01_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
91,01,05,confounds,,RSVPLanguage,pa,2.0,,timeseries,func,.tsv,,0.024274826049804688,preprocessed,sub-01/ses-05/func/sub-01_ses-05_task-RSVPLanguage_dir-pa_run-02_desc-confounds_timeseries.tsv
92,01,05,,,RSVPLanguage,pa,2.0,,events,func,.tsv,,0.0030241012573242188,preprocessed,sub-01/ses-05/func/sub-01_ses-05_task-RSVPLanguage_dir-pa_run-02_events.tsv
93,01,05,preproc,,RSVPLanguage,pa,2.0,MNI152NLin2009cAsym,bold,func,.nii.gz,,1298.8590202331543,preprocessed,sub-01/ses-05/func/sub-01_ses-05_task-RSVPLanguage_dir-pa_run-02_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
94,01,06,confounds,,ClipsTrn,ap,3.0,,timeseries,func,.tsv,,0.02480316162109375,preprocessed,sub-01/ses-06/func/sub-01_ses-06_task-ClipsTrn_dir-ap_run-03_desc-confounds_timeseries.tsv
95,01,06,preproc,,ClipsTrn,ap,3.0,MNI152NLin2009cAsym,bold,func,.nii.gz,,1429.2868165969849,preprocessed,sub-01/ses-06/func/sub-01_ses-06_task-ClipsTrn_dir-ap_run-03_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
96,01,06,confounds,,ClipsTrn,pa,1.0,,timeseries,func,.tsv,,0.025745391845703125,preprocessed,sub-01/ses-06/func/sub-01_ses-06_task-ClipsTrn_dir-pa_run-01_desc-confounds_timeseries.tsv
97,01,06,preproc,,ClipsTrn,pa,1.0,MNI152NLin2009cAsym,bold,func,.nii.gz,,1429.5764589309692,preprocessed,sub-01/ses-06/func/sub-01_ses-06_task-ClipsTrn_dir-pa_run-01_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
98,01,06,confounds,,ClipsTrn,pa,2.0,,timeseries,func,.tsv,,0.025933265686035156,preprocessed,sub-01/ses-06/func/sub-01_ses-06_task-ClipsTrn_dir-pa_run-02_desc-confounds_timeseries.tsv
99,01,06,preproc,,ClipsTrn,pa,2.0,MNI152NLin2009cAsym,bold,func,.nii.gz,,1429.9996366500854,preprocessed,sub-01/ses-06/func/sub-01_ses-06_task-ClipsTrn_dir-pa_run-02_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
100,01,06,confounds,,ClipsVal,ap,2.0,,timeseries,func,.tsv,,0.02471160888671875,preprocessed,sub-01/ses-06/func/sub-01_ses-06_task-ClipsVal_dir-ap_run-02_desc-confounds_timeseries.tsv
101,01,06,preproc,,ClipsVal,ap,2.0,MNI152NLin2009cAsym,bold,func,.nii.gz,,1429.327407836914,preprocessed,sub-01/ses-06/func/sub-01_ses-06_task-ClipsVal_dir-ap_run-02_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
102,01,06,confounds,,ClipsVal,ap,3.0,,timeseries,func,.tsv,,0.025696754455566406,preprocessed,sub-01/ses-06/func/sub-01_ses-06_task-ClipsVal_dir-ap_run-03_desc-confounds_timeseries.tsv
103,01,06,preproc,,ClipsVal,ap,3.0,MNI152NLin2009cAsym,bold,func,.nii.gz,,1429.3674364089966,preprocessed,sub-01/ses-06/func/sub-01_ses-06_task-ClipsVal_dir-ap_run-03_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
104,01,06,confounds,,ClipsVal,pa,1.0,,timeseries,func,.tsv,,0.025068283081054688,preprocessed,sub-01/ses-06/func/sub-01_ses-06_task-ClipsVal_dir-pa_run-01_desc-confounds_timeseries.tsv
105,01,06,preproc,,ClipsVal,pa,1.0,MNI152NLin2009cAsym,bold,func,.nii.gz,,1429.6542825698853,preprocessed,sub-01/ses-06/func/sub-01_ses-06_task-ClipsVal_dir-pa_run-01_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
106,01,07,confounds,,ArchiEmotional,ap,,,timeseries,func,.tsv,,0.016994476318359375,preprocessed,sub-01/ses-07/func/sub-01_ses-07_task-ArchiEmotional_dir-ap_desc-confounds_timeseries.tsv
107,01,07,,,ArchiEmotional,ap,,,events,func,.tsv,,0.0012378692626953125,preprocessed,sub-01/ses-07/func/sub-01_ses-07_task-ArchiEmotional_dir-ap_events.tsv
108,01,07,preproc,,ArchiEmotional,ap,,MNI152NLin2009cAsym,bold,func,.nii.gz,,972.0027027130127,preprocessed,sub-01/ses-07/func/sub-01_ses-07_task-ArchiEmotional_dir-ap_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
109,01,07,confounds,,ArchiEmotional,pa,,,timeseries,func,.tsv,,0.016986846923828125,preprocessed,sub-01/ses-07/func/sub-01_ses-07_task-ArchiEmotional_dir-pa_desc-confounds_timeseries.tsv
110,01,07,,,ArchiEmotional,pa,,,events,func,.tsv,,0.0012378692626953125,preprocessed,sub-01/ses-07/func/sub-01_ses-07_task-ArchiEmotional_dir-pa_events.tsv
111,01,07,preproc,,ArchiEmotional,pa,,MNI152NLin2009cAsym,bold,func,.nii.gz,,971.6721029281616,preprocessed,sub-01/ses-07/func/sub-01_ses-07_task-ArchiEmotional_dir-pa_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
112,01,07,confounds,,ArchiSocial,ap,,,timeseries,func,.tsv,,0.020488739013671875,preprocessed,sub-01/ses-07/func/sub-01_ses-07_task-ArchiSocial_dir-ap_desc-confounds_timeseries.tsv
113,01,07,,,ArchiSocial,ap,,,events,func,.tsv,,0.0024232864379882812,preprocessed,sub-01/ses-07/func/sub-01_ses-07_task-ArchiSocial_dir-ap_events.tsv
114,01,07,preproc,,ArchiSocial,ap,,MNI152NLin2009cAsym,bold,func,.nii.gz,,1157.5725259780884,preprocessed,sub-01/ses-07/func/sub-01_ses-07_task-ArchiSocial_dir-ap_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
115,01,07,confounds,,ArchiSocial,pa,,,timeseries,func,.tsv,,0.020181655883789062,preprocessed,sub-01/ses-07/func/sub-01_ses-07_task-ArchiSocial_dir-pa_desc-confounds_timeseries.tsv
116,01,07,,,ArchiSocial,pa,,,events,func,.tsv,,0.0024232864379882812,preprocessed,sub-01/ses-07/func/sub-01_ses-07_task-ArchiSocial_dir-pa_events.tsv
117,01,07,preproc,,ArchiSocial,pa,,MNI152NLin2009cAsym,bold,func,.nii.gz,,1157.1832818984985,preprocessed,sub-01/ses-07/func/sub-01_ses-07_task-ArchiSocial_dir-pa_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
118,01,07,confounds,,ArchiSpatial,ap,,,timeseries,func,.tsv,,0.019431114196777344,preprocessed,sub-01/ses-07/func/sub-01_ses-07_task-ArchiSpatial_dir-ap_desc-confounds_timeseries.tsv
119,01,07,,,ArchiSpatial,ap,,,events,func,.tsv,,0.0009889602661132812,preprocessed,sub-01/ses-07/func/sub-01_ses-07_task-ArchiSpatial_dir-ap_events.tsv
120,01,07,preproc,,ArchiSpatial,ap,,MNI152NLin2009cAsym,bold,func,.nii.gz,,1113.3846216201782,preprocessed,sub-01/ses-07/func/sub-01_ses-07_task-ArchiSpatial_dir-ap_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
121,01,07,confounds,,ArchiSpatial,pa,,,timeseries,func,.tsv,,0.019598007202148438,preprocessed,sub-01/ses-07/func/sub-01_ses-07_task-ArchiSpatial_dir-pa_desc-confounds_timeseries.tsv
122,01,07,,,ArchiSpatial,pa,,,events,func,.tsv,,0.0009889602661132812,preprocessed,sub-01/ses-07/func/sub-01_ses-07_task-ArchiSpatial_dir-pa_events.tsv
123,01,07,preproc,,ArchiSpatial,pa,,MNI152NLin2009cAsym,bold,func,.nii.gz,,1113.4030256271362,preprocessed,sub-01/ses-07/func/sub-01_ses-07_task-ArchiSpatial_dir-pa_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
124,01,07,confounds,,ArchiStandard,ap,,,timeseries,func,.tsv,,0.012061119079589844,preprocessed,sub-01/ses-07/func/sub-01_ses-07_task-ArchiStandard_dir-ap_desc-confounds_timeseries.tsv
125,01,07,,,ArchiStandard,ap,,,events,func,.tsv,,0.0019903182983398438,preprocessed,sub-01/ses-07/func/sub-01_ses-07_task-ArchiStandard_dir-ap_events.tsv
126,01,07,preproc,,ArchiStandard,ap,,MNI152NLin2009cAsym,bold,func,.nii.gz,,110.25,preprocessed,sub-01/ses-07/func/sub-01_ses-07_task-ArchiStandard_dir-ap_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
127,01,07,confounds,,ArchiStandard,pa,,,timeseries,func,.tsv,,0.012211799621582031,preprocessed,sub-01/ses-07/func/sub-01_ses-07_task-ArchiStandard_dir-pa_desc-confounds_timeseries.tsv
128,01,07,,,ArchiStandard,pa,,,events,func,.tsv,,0.0019903182983398438,preprocessed,sub-01/ses-07/func/sub-01_ses-07_task-ArchiStandard_dir-pa_events.tsv
129,01,07,preproc,,ArchiStandard,pa,,MNI152NLin2009cAsym,bold,func,.nii.gz,,689.1894416809082,preprocessed,sub-01/ses-07/func/sub-01_ses-07_task-ArchiStandard_dir-pa_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz
